name,salary,published_at,area_name
Разработчик баз данных,18167.0,2003-08-27 10:03:28+04:00,Санкт-Петербург
Network Administrator,36334.0,2003-08-27 11:09:35+04:00,Москва
Ведущий специалист группы передачи данных,,2003-08-27 14:20:25+04:00,Москва
"S\W Developer, Engineer",,2003-10-20 00:00:00+04:00,Москва
Software developer (Java),,2003-10-07 00:00:00+04:00,Москва
Outsourcing Coordinator,,2003-10-20 00:00:00+04:00,Москва
Сспециалист по трафику (Webmaster Sharing Program),21195.0,2003-08-27 17:59:02+04:00,Москва
Системный администратор,24491.0,2003-10-21 00:00:00+04:00,Москва
Начальник отдела ПО,,2003-08-28 10:23:02+04:00,Москва
Программист в отдел Web-технологий,,2003-09-26 00:00:00+04:00,Москва
Разработчик на С++,,2003-09-25 00:00:00+04:00,Москва
Системный администратор,,2003-08-28 16:55:09+04:00,Москва
Инженер-проектировщик (проектирование систем охранно-пожарной сигнализации):,21195.0,2003-08-28 17:25:38+04:00,Москва
Инженер-проектировщик (проектирование СКС),21195.0,2003-08-28 17:28:41+04:00,Москва
Руководитель проектов,121116.0,2003-08-28 17:54:02+04:00,Москва
Менеджер по продажам,91510.0,2003-09-26 00:00:00+04:00,Москва
Маркетолог,36604.0,2003-09-26 00:00:00+04:00,Москва
New business development director,,2003-08-29 11:36:09+04:00,Москва
Менеджер по продажам оборудования доступа,,2003-09-10 00:00:00+04:00,Москва
Ассистент руководителя IT-департамента,24223.0,2003-08-29 12:14:36+04:00,Москва
Оператор HelpDesk,,2003-08-29 16:04:45+04:00,Москва
Advertising manager,,2003-08-29 16:30:59+04:00,Москва
"Программист, разработчик баз данных",,2003-08-29 17:07:04+04:00,Москва
Начальник гарантийного отдела,15251.0,2003-09-23 00:00:00+04:00,Санкт-Петербург
Project Manager (business-analysis),75697.0,2003-08-29 18:08:11+04:00,Москва
"Системный администратор в крупный производственно-торговый холдинг (Санкт-Петербург, код OD-GSA)",,2003-08-29 18:24:21+04:00,Санкт-Петербург
Системный администратор в крупную компанию - лидер на рынке наружной рекламы,,2003-08-29 21:26:58+04:00,Москва
Purchasing Manager (NP),57530.0,2003-08-31 13:47:16+04:00,Москва
Сервис-инженер.,10597.0,2003-08-31 14:48:37+04:00,Санкт-Петербург
Менеджер по работе с корпоративными заказчиками.,30279.0,2003-08-31 14:50:49+04:00,Санкт-Петербург
Инженер по тестированию.,9083.0,2003-08-31 14:52:27+04:00,Санкт-Петербург
Продукт-менеджер по промышленным компьютерам,15139.0,2003-08-31 14:56:28+04:00,Санкт-Петербург
"Менеджер по развитию направления (автоматизация документооборота, аналитические решения с использованием OLAP-технологий).",,2003-08-31 14:59:48+04:00,Санкт-Петербург
Сервисный инженер,,2003-09-30 00:00:00+04:00,Москва
Инженер по поддержке ППО,,2003-09-01 11:36:10+04:00,Москва
Специалист по поддержке ППО CRM,,2003-09-01 11:37:25+04:00,Москва
Технический писатель,15251.0,2003-09-01 12:06:46+04:00,Москва
Програмист SQL,24402.0,2003-09-01 12:09:53+04:00,Москва
Инженер по автоматизированному тестированию,21352.0,2003-09-01 12:12:04+04:00,Москва
Системный администратор,45921.0,2003-10-27 00:00:00+03:00,Москва
Тестировщик,,2003-09-01 12:32:50+04:00,Москва
Старший инженер (сетевое оборудование),,2003-09-26 00:00:00+04:00,Москва
Инженер (коммутационное оборудование),,2003-09-26 00:00:00+04:00,Москва
Начальник отдела системного анализа в крупную производственную компанию,45755.0,2003-09-25 00:00:00+04:00,Москва
Журналист,24402.0,2003-09-01 14:50:44+04:00,Москва
Специалист по установке ПО,,2003-09-01 17:28:17+04:00,Москва
Дизайнер-верстальщик,,2003-09-01 17:36:37+04:00,Москва
Сотрудник технического отдела,,2003-09-01 17:41:07+04:00,Москва
Ассистент/Менеджер по продажам в отдел по работе с гос. сектором,15251.0,2003-09-26 00:00:00+04:00,Москва
Программист,27453.0,2003-09-01 17:50:44+04:00,Москва
Менеджер по развитию бизнеса,104807.0,2003-11-19 00:00:00+03:00,Москва
Системный администратор в банк,,2003-09-01 17:55:09+04:00,Москва
Менеджер проектов,,2003-09-01 18:01:13+04:00,Москва
Менеджер по работе с партнерами,45755.0,2003-09-01 18:04:49+04:00,Москва
Специалист по биллингу,,2003-09-01 18:11:11+04:00,Москва
Менеджер проекта,,2003-09-01 18:12:56+04:00,Москва
Системный администратор,,2003-09-01 18:15:27+04:00,Москва
Специалист по Diasoft,,2003-09-29 00:00:00+04:00,Москва
Системный инженер,,2003-09-01 18:17:06+04:00,Москва
IT специалист,,2003-09-25 00:00:00+04:00,Москва
Специалист по поддержке и развитию корпоративного сайта,,2003-11-19 00:00:00+03:00,Москва
Senior PR Specialist,,2003-09-01 19:13:29+04:00,Москва
PR Specialist,,2003-09-01 19:29:06+04:00,Москва
ВЕБ-ПРОГРАММИСТ,21352.0,2003-09-15 00:00:00+04:00,Москва
ВЕБ-ДИЗАЙНЕР,30503.0,2003-09-15 00:00:00+04:00,Москва
МЕНЕДЖЕР ИНТЕРНЕТ-ПРОЕКТА,45755.0,2003-09-15 00:00:00+04:00,Москва
BCP Officer,,2003-09-02 09:59:59+04:00,Москва
Software developer,,2003-09-02 10:00:43+04:00,Москва
Менеджер по работе с клиентами,30503.0,2003-09-02 11:00:14+04:00,Москва
Тест-аналитик,30503.0,2003-09-02 11:01:04+04:00,Москва
Менеджер по продажам услуг по заказной разработке ПО,76259.0,2003-09-02 11:02:37+04:00,Москва
Менеджер по продажам услуг по заказной разработке ПО,76259.0,2003-09-02 11:05:22+04:00,Москва
Разработчик C#.NET,24402.0,2003-09-02 11:07:57+04:00,Москва
Разработчик VB,24402.0,2003-09-02 11:09:25+04:00,Москва
Консультант в приемную,,2003-09-02 11:18:41+04:00,Москва
Консультант по продажам программного обеспечения,18302.0,2003-09-02 11:40:17+04:00,Москва
Инженер службы поддержки продаж (техническая безопасность),30503.0,2003-09-02 12:14:13+04:00,Москва
Менеджер по продажам,45755.0,2003-09-02 12:18:18+04:00,Москва
XSLT-верстальщик,19827.0,2003-09-25 00:00:00+04:00,Москва
Руководитель проектов/Консультант в области Data Mining,,2003-09-02 12:56:39+04:00,Москва
Sales Representative (IT),,2003-09-02 13:02:09+04:00,Москва
Key Account Manager (IT),,2003-09-02 13:06:48+04:00,Москва
Помощник системного администратора,9151.0,2003-09-02 13:29:36+04:00,Санкт-Петербург
Менеджер по работе с международными операторами,,2003-09-15 00:00:00+04:00,Москва
QA / Тестер программного обеспечения,39798.0,2003-10-06 00:00:00+04:00,Москва
Старший специалист отдела сопровождения систем электронного документооборота,,2003-09-02 17:44:38+04:00,Москва
Специалист отдела сопровождения систем электронного документооборота,,2003-09-02 17:52:33+04:00,Москва
Teхнический специалист по продуктам/технологиям SUN Microsystems,,2003-09-02 19:53:00+04:00,Москва
User Support (Helpdesk),23956.0,2003-11-18 00:00:00+03:00,Санкт-Петербург
Менеджер по продажам,30503.0,2003-09-03 10:00:33+04:00,Москва
Программист - разработчик баз данных:,,2003-09-03 11:35:31+04:00,Москва
Техник-чертежник (договор подряда),,2003-09-30 00:00:00+04:00,Москва
SW Developer (Specialist on full time basis),,2003-10-20 00:00:00+04:00,Москва
Начальник отдела IT,122014.0,2003-09-03 14:34:57+04:00,Москва
Optical Engineer – Developer (Specialist on full time basis),,2003-10-20 00:00:00+04:00,Москва
Project Coordinator – Assistant Manager,,2003-10-07 00:00:00+04:00,Москва
Project Leader – Team Leader,,2003-10-07 00:00:00+04:00,Москва
Сервис-инженер в Информационно-технический отдел,19827.0,2003-09-03 15:05:49+04:00,Москва
Системный  администратор,,2003-09-03 15:44:29+04:00,Москва
